_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,positivity,positivity:confidence,relevance,relevance:confidence,articleid,date,headline,positivity_gold,relevance_gold,text
842613479,FALSE,finalized,3,12/5/15 11:46,,,no,1,wsj_516389044,6/23/10,Chevron Falls 2.4%; Jabil Jumps,,,"Author: Kristina Peterson</br></br>NEW YORK--Blue-chip stocks eked out a tiny gain after the Federal Reserve kept interest rates at record lows, but energy companies Chevron and Exxon Mobil slid as oil prices fell.</br></br>The Dow Jones Industrial Average rose 4.92 points, or 0.05%, to 10298.4, paring an early jump after the Fed's statement led the euro to strengthen.</br></br>The Fed's policy-making body kept key interest rates near zero, as expected, but cast its policy statement with more downbeat language, compared with its previous statement in late April. Still, Fed officials continued to say they expect to keep the benchmark federal-funds rate low for an ""extended period.""</br></br>Investors said weak home sales, lingering unemployment and low inflation combined to persuade the Fed to signal that rates will stay low for some time."
842613480,FALSE,finalized,3,12/5/15 7:48,,0,no,0.6364,wsj_519385250,6/25/10,U.S. News: Cost-Cutting Detroit Will Close 77 Parks,,,"DETROIT -- The city of Detroit plans to close 77 public parks as part of a bid by Mayor Dave Bing to cuts costs due to a budget deficit pegged at hundreds of millions of dollars.</br></br>Roughly 1,400 acres of parkland will be affected by the closures, which are scheduled to take place July 1.</br></br>""Basically, this was how can we close the lowest number of places,"" said Dan Lijana, spokesman for the mayor. ""Some of these are the largest, most sprawling parks in the city, and some of the most scenic.""</br></br>Mr. Bing pledged more fiscal responsibility when he took office in May 2009, and has been pushing for cuts citywide to stave off financial insolvency. He has won concessions from just over half the city's public-sector unions but he hasn't seen eye-to-eye with the city council, which has pushed for even deeper cuts than he is proposing.</br></br>Detroit has closed dozens of schools in recent years and cut back on other city services, such as busing, as the city as a whole has begun to respond to a decline in population that has left whole blocks and neighborhoods sparsely populated."
842613481,FALSE,finalized,3,12/5/15 20:57,,0,no,0.6917,wsj_398001185,8/19/87,Bond Prices Tumble as Dollar's Plunge Prompts Additional Fears on Inflation,,,"NEW YORK -- A sharp decline in the dollar prompted another round of inflationary fears in the credit markets yesterday as bond prices tumbled.</br></br>""If you had to sum it up in one word, the word is currency,"" said William M. Brachfeld, executive vice president at Daiwa Securities America Inc. In the Treasury bond market, ""we had a sell-off on our hands"" as the slump in the dollar continued.</br></br>Recent economic reports indicating a widening U.S. trade deficit ""were sufficiently negative that the dollar likely will decline"" further in coming weeks to the lows reached last spring, said Charles Lieberman, a managing director at Manufacturers Hanover Securities Corp. ""The weaker dollar and the perception that it will generate higher inflation is a problem for the bond market.""</br></br>Prices of 30-year Treasury issues fell nearly 1 1/2 points, or almost $15 for each $1,000 face amount as yields on some long-term bonds approached 9%. Corporate and municipal securities also plummeted.</br></br>The dollar's slide also triggered a sell-off in the stock market where the Dow Jones Industrial Average declined nearly 46 points. Despite worries that a weakening dollar will exacerbate inflation pressure, ""inflation likely will remain relatively subdued,"" said Mr. Lieberman."
842613482,FALSE,finalized,3,12/4/15 23:09,6,0.3478,yes,0.6783,wsj_398387314,12/11/92,Producer Prices Decreased 0.2% In November --- Drop Caused by 1.5% Fall For Energy and Decline Of 0.5% in Food Costs,,,"WASHINGTON -- In a sign that inflation remains under control even as the economy regains momentum, prices at the wholesale level dropped 0.2% in November, the Labor Department said.</br></br>The fall in the producer price index was caused by a big 1.5% drop in energy costs, reflecting the recent weakness in crude oil prices, and a 0.5% decline in food prices. Excluding these volatile sectors, producer prices edged up 0.1% in November after dropping 0.1% the month before. For the year ended in November, wholesale prices rose 1.3%.</br></br>Analysts said the latest inflation report indicates wholesalers are refusing to raise prices even as demand for their goods is picking up.</br></br>""Wholesalers and retailers are competing on a price containment basis,"" said Samuel Kahan, chief economist of Fuji Securities Inc. in Chicago. ""Instead, they are making profits through productivity gains.""</br></br>Prices were subdued across the board last month. Consumer goods and capital equipment showed moderation in pricing. There was a 1% rise in the price of passenger cars last month, following a drop of 2.3% in October. Prices for goods at the intermediate and crude stages of production in November dropped for the second straight month. Excluding food and energy, prices of intermediate goods were unchanged in November while prices of crude goods declined 0.9%."
842613483,FALSE,finalized,3,12/5/15 11:47,,,no,1,wsj_397975923,3/24/86,Metals Analyst Backs Gold After 2 Years Of Bearish Forecasts,,,"NEW YORK -- A prominent longtime bear on gold is turning bullish.</br></br>Gold hasn't appealed to many investors lately in the current low-inflation climate. The metal is trading at less than half its 1980 highs, and its 9% price gains since New Year's have been dwarfed by rallies in the stock and credit markets. ""Gold just sits there"" in comparison with other investments, says William O'Neill, research director at Rudolf Wolff Futures Inc., New York.</br></br>Nevertheless, after two years of bearish price forecasts on gold, Jeffrey M. Christian, vice president of the commodity research group at Goldman, Sachs & Co., New York, last week recommended buying gold. He asserts that tightening supplies and cyclical changes in the U.S. economy will fuel a gradual, prolonged surge in gold prices over the next several years.</br></br>""The time has come"" to start buying gold again, Mr. Christian said at a Goldman Sachs gold seminar last week.</br></br>Jeffrey A. Nichols, president of American Precious Metals Advisors, is another optimist. ""Rising investor interest could give gold a sharp, swift kick to higher levels,"" he says."
842613484,FALSE,finalized,3,12/5/15 21:35,,0,no,0.666,wsj_398171148,7/19/90,Is Warburg Pincus's Magic Waning? --- Investor Pins Hope On Turnarounds,,,"NEW YORK -- Warburg Pincus & Co. is a classic Wall Street ""smart money"" investor.</br></br>From 1971 to 1978, Warburg Pincus and its affiliated partnerships invested $15 million in Waste Management Co.; it cashed out in 1981 for $66 million. The low-profile partnership scored another coup in 1983, when it led a group that bought 45% of troubled toy-maker Mattel Inc. Since then, Warburg Pincus has quadrupled its money in Mattel.</br></br>""They're brilliant,"" says John Myers, an executive vice president at General Electric Co.'s pension fund, which invests with Warburg Pincus. Adds another investor, William Snow, treasurer of Johns Hopkins University: ""They pick good companies, and they get very involved in management.""</br></br>The only trouble is, Warburg Pincus's knack for smart investments may be waning. The firm still boasts an extraordinary long-term record: profits that average 25% a year since 1971. For most of the 1980s, though, its gains have slipped to about 18 1/2% a year after fees -- only slightly ahead of the stock market's performance, investors say.</br></br>Currently, Warburg Pincus is mired in a losing position in Community Newspapers Inc., a joint investment that it made with newspaper publisher Ralph Ingersoll in 1987. Last year -- when stock market averages jumped 31% -- Warburg Pincus's $1.1 billion 1986 fund posted only a 10% gain. Concedes Chairman Lionel Pincus: ""It wasn't a great year for us."""
842613485,FALSE,finalized,3,12/5/15 15:30,6,0.3504,yes,1,wsj_397960927,9/13/84,"Consumer Credit Continued Surge In July, Fed Says --- But Increase of $7.11 Billion Was Smaller Than Rises In Previous Two Months",,,"WASHINGTON -- Consumer credit in July continued to grow at a rapid rate, although the pace was slower than in the previous two months, the Federal Reserve Board said.</br></br>Consumer credit increased a seasonally adjusted $7.11 billion in July, the board said, after rising $7.83 billion in June and a record $10.23 billion in May.</br></br>Alan Murray, vice president of Citicorp Information Services, said the July figures show that ""consumer demand remains strong,"" despite other signs that the vigorous economic recovery may be slowing. He said the continued heavy borrowing suggests that consumer spending isn't about to decline precipitously, as some consumer-goods producers had feared.</br></br>Still, Mr. Murray doesn't expect such unusually strong growth in consumer credit to continue. ""With increases like these,"" he said, ""sooner or later, the consumer has to run out of gas.""</br></br>The Fed report showed that consumer credit grew at a 19.75% annual rate in July, compared with an average annual pace of 24% during the second quarter and 11.5% for all of 1983. Stephen Roach, senior economist at Morgan Stanley & Co., said a further slowdown in consumer credit growth would be welcome because it would relieve upward pressure on interest rates."
842613486,FALSE,finalized,3,12/5/15 16:10,4,0.6583,yes,1,wsj_1437154030,9/27/13,"Consumer Spending Rises a Bit; Incomes Climb Solidly, but Stronger Economic Growth Faces Headwinds",,,"Consumers boosted their spending only modestly in August, the latest sign of the U.S. economy struggling to gain steam as worries about government policies cloud the outlook.</br></br>Personal consumption, a broad measure of spending on everything from refrigerators to health care, rose 0.3% in August from a month earlier, the Commerce Department said Friday. Adjusted for inflation, spending climbed 0.2%.</br></br>The gains, while a slight pickup from July, showed consumers maintaining a relatively cautious stance as they moved into the fall. That could diminish hopes for a pickup in economic growth in the second half of the year.</br></br>Many economists say household spending is likely to slow if Washington's budget battles spook consumers, businesses and investors.</br></br>Consumer confidence already appears to have taken a hit after climbing into the summer: The University of Michigan reported Friday that its latest gauge of consumer sentiment fell to a five-month low."
842613487,FALSE,finalized,3,12/5/15 18:27,3,0.683,yes,1,wsj_878701005,7/23/11,Small-Scale Deficit Deal Increases Risk of U.S. Downgrade,,,"WASHINGTON--The breakdown in deficit-reduction talks between the White House and Speaker of the House John Boehner (R., Ohio) could immediately increase the risk that Standard & Poor's takes the unprecedented step of lowering its top-notch rating of U.S. government debt.</br></br>The credit-rating firm has warned repeatedly that it could move to downgrade U.S. debt if it believes any deficit-reduction deal isn't robust enough to change the country's trajectory of future debt growth. A downgrade could come even if officials agree to raise the federal debt ceiling by Aug. 2. Treasury Department officials have set that as the deadline because after that date, without more borrowing authority, the government could run out of cash to pay all its bills.</br></br>Messrs. Obama and Boehner had been trying to package a deal that would reduce future federal deficits by $4 trillion over 10 years, a level S&P officials had suggested would be sufficient to avoid a downgrade. A lower credit rating would raise borrowing costs not just for the government, but also for consumers and businesses, which could slow U.S. economic growth. It also could lower the value of Treasury securities held as assets by banks, pension funds, mutual funds, hedge funds, and other investors around the world, potentially shaking financial markets.</br></br>Now that the large-scale talks have broken down, policy makers will likely pursue a smaller-scale deal that falls short of S&P's targets. Mr. Obama alluded to this possibility Friday evening.</br></br>""If we can't come up with a serious plan for actual deficit and debt reduction, and all we're doing is extending the debt ceiling for another six, seven, eight months, then the probabilities of downgrading U.S. credit are increased, and that will be an additional cloud over the economy and make it more difficult for us and more difficult for businesses to create jobs that the American people so desperately need,"" Mr. Obama said Friday evening."
842613488,FALSE,finalized,3,12/5/15 6:14,,,no,1,wsj_1448260265,11/4/13,Crist Completes His Reinvention,,,"Charlie Crist is the former governor of Florida. When he was governor he was a Republican. Now he's a Democrat and wants his old job back.</br></br>Mr. Crist is expected to kick off his gubernatorial bid on Monday, thereby completing his political reinvention. He left the GOP after sliding more than 20 points in the 2010 Republican Senate primary ultimately won by Marco Rubio. After losing the Senate race as an independent, he cozied up to Democratic fundraisers and party officials. Democrats embraced him notwithstanding the rank opportunism.</br></br>But then, Democrats may have their own cynical motives. Republican Gov. Rick Scott is one of their top targets in next year's midterm elections because of Florida's pivotal status as a presidential swing state. Mr. Scott, whose approval rating has consistently measured in the low 30s, also ranks as one of the country's most vulnerable governors. One reason: the governor's abrasive political style has alienated independents, which make up nearly a quarter of the state's electorate.</br></br>Meantime, polls going back more than a year have suggested that Mr. Crist would have a cake walk if he were to run for his old job as a Democrat. Public Policy Polling's survey last month showed Mr. Crist leading by 12 points with a 24-point advantage among independents. What's more, Democrats have no other standard-bearer with as much statewide name recognition, fundraising prowess or cachet among independents.</br></br>But the race could be a lot closer than the polls suggest. For starters, Mr. Scott can run on the state's robust economic recovery. He can point to the 500,000 jobs that Florida has added during his tenure compared to the 632,000 lost over Mr. Crist's four years in office. Meanwhile, the jobless rate has fallen to 7.0% from 10.9% since he entered office."
842613489,FALSE,finalized,3,12/5/15 3:50,,,no,1,wsj_398245507,12/16/91,"Global View: Breaking Up Is Hard, But Let's Not Freak Out",,,"Corrections</br></br>Monday's Global View column on this page misstated the</br></br>name of the successor to the U.S.S.R. The correct name is</br></br>Commonwealth of Independent States.</br></br>(WSJ Dec. 18, 1991)"
842613490,FALSE,finalized,3,12/5/15 2:06,,0,no,0.6585,wsj_398393981,7/27/94,"Tuesday's markets: Prices of bonds, stocks drop; Dollar weakens",,,"Stocks and bonds drifted lower in listless trading ahead of Friday's release of second-quarter gross domestic product data. The dollar declined modestly.</br></br>The Dow Jones Industrial Average fell 6.16 points to 3735.68. Eastman</br></br>Kodak, which sank 1 1/2 to 48 on disappointing earnings news, helped</br></br>depress the bluechip index. Meanwhile, the Standard & Poor's 500-stock</br></br>index edged down 0.89 to 453.36, and the Nasdaq Composite Index"
842613491,FALSE,finalized,3,12/5/15 17:04,3,0.3259,yes,0.6323,wsj_399139119,2/24/09,U.S. News: U.S. Watch,,,"HEALTH</br></br>Recession Likely to Boost</br></br>Government Outlays on Care</br></br>Government spending on health care is expected to jump 7.4% to $1.191 trillion this year as the recession curbs private health-care spending and swells the rolls of Medicaid and other government programs, a federal study concludes.</br></br>Overall, the nation's health-care expenditures are expected to reach $2.510 trillion, a 5.5% increase from 2008, when expenditures grew at a 6.1% pace, according to the study by economists and actuaries at the Centers for Medicare and Medicaid Services being published Tuesday in the journal Health Affairs."
842613492,FALSE,finalized,3,12/5/15 3:31,,,no,1,wsj_399074050,8/26/09,Family Money: How I Got Burned by Beanie Babies,,,"In this decade, we have had more than our share of big-time booms and busts: the tech bubble, the housing bubble and, this year, what Warren Buffett has called the Treasury bubble.</br></br>For some years now, I have been a student of these extreme financial cycles. In the 1980s, I witnessed firsthand the Texas real-estate bubble and covered companies crushed in the junk-bond bubble. I wrote a book about the crash of 1929. And to my terrific shame, at the top of an inflated market, I once paid $50 for a $5 Beanie Baby named Peace.</br></br>In studying what drives bubbles, I've come to believe that they follow fairly regular patterns. If we could learn to recognize these, we might be more astute in reacting and adjusting our own behavior. And even if we can't see beyond the excitement they generate, there are underlying lessons for investors.</br></br>-- Fertile ground. The biggest bubbles appear to develop during periods of rapid and radical innovation, which may leave us more vulnerable to accepting the bizarre rationalizations that often accompany financial speculation.</br></br>In the 1920s, the automobile came into its own, and many homes were wired for electricity. Radio wasn't around at all in 1920; by 1929, it was in one of three households, bringing entertainment, music and headlines to millions. Amid all that, there were two tremendous financial bubbles -- the 1925 Florida land grab and the roaring stock market that preceded the crash."
842613493,FALSE,finalized,3,12/5/15 13:53,,,no,1,wsj_1555419431,8/23/14,Unemployment Claims Hit Eight-Year Low; They're at Levels Last Seen During Economic Expansions,,,"In the latest sign of an improving labor market, the number of people filing new claims for unemployment benefits in the second week of August was 298,000, marking the third time in five weeks it had fallen below 300,000.</br></br>The last time claims were so low was in early 2000 and 2006, at the height of previous economic expansions. Jobless claims, a proxy for layoffs, are also near record lows when population growth is taken into account.</br></br>Yet the improvement seems out of step with other labor-market indicators. The nation's unemployment rate was 6.2% in July, a historically elevated rate for this point in the recovery, and many economists believe even that gauge overstates the true health of the job market. The jobless rate doesn't capture, for example, discouraged workers who have given up their job searches.</br></br>Economists believe that one reason for a lower rate of layoffs is a labor market that has become generally less dynamic over the last few decades. Employers have become less likely to lay off workers over time, though they have also grown more cautious about hiring. Similarly, workers have grown more reluctant to change jobs, possibly stunting career development and earnings growth as a result.</br></br>But more recently, most of the fall in jobless claims has been driven by a decline in the number of the newly laid off who don't bother to apply for government benefits in a generally improving economy."
842613494,FALSE,finalized,3,12/5/15 16:47,6,0.6486,yes,1,wsj_398654890,2/9/98,New Job Data Cast Doubt on Economy's Slowing,,,"WASHINGTON -- The spate of new jobs created by American companies last month casts doubt over the conventional wisdom that the economy is slowing.</br></br>Most analysts have argued that the Asian financial crisis was beginning to rein in the galloping U.S. economy to a more manageable trot. But in the government's first official look at January economic activity, the Labor Department said Friday that nonfarm businesses added 358,000 workers to their payrolls. That was slightly more than were generated in December's robust job market and well above the healthy 267,000 average monthly rise through 1997.</br></br>The employment report also showed how the rising economic tide is lifting more and more boats, with joblessness falling sharply even among high-school dropouts. For the first time, the Labor Department started reporting employment data by level of education, and said the unemployment rate for people without high-school diplomas fell to 7.2% last month from 8.9% a year earlier. Even so, the numbers confirmed that education still matters a lot: the unemployment rate for college graduates was a minuscule 1.9% last month, down from 2.1% a year earlier. (The department had been collecting these figures in the past, but not posting them.)</br></br>The January unemployment rate for all workers stayed at the same 4.7% of the work force reported in December. The low jobless level continued to give workers more bargaining power, as average hourly earnings rose by four cents, to $12.51. During the past year, wages rose 3.8%, or about twice the inflation rate. The figures are adjusted for seasonal factors.</br></br>In contrast, other data released recently indicate some sort of economic slowdown. The monthly survey of manufacturers' purchasing managers released last week showed some decline in business, as did the government's report on factory orders in December. Consumer confidence is reported to have dropped sharply in January. Anecdotal evidence -- such as disappointing profit reports and job cuts at blue-chip companies -- has added to the perception of softening. Policymakers have assumed some easing from last year's torrid growth rate was imminent. That was a big reason the Federal Reserve kept interest rates steady last week."
842613495,FALSE,finalized,3,12/5/15 15:36,,,no,1,wsj_398719833,1/25/00,High Court Rules Limits May Be Set On Contributions in State Campaigns,,,"WASHINGTON -- Reaffirming its landmark 1976 campaign-finance decision, the Supreme Court ruled that states may impose limits on campaign contributions to candidates for statewide office.</br></br>In a 6-3 decision, the justices said a Missouri law that capped contributions to statewide candidates at different levels, with an inflation adjustment, didn't violate free-speech rights. The law was challenged in 1998 by a small political-action group, Shrink Missouri Government PAC. The law was upheld by a U.S. district court in Missouri but overturned by the U.S. Appeals Court for the Eighth Circuit, in St. Louis.</br></br>The decision was announced yesterday, as Iowans prepared to vote in their state's caucuses in the kickoff of the 2000 campaign season. The timing highlighted the growing public disgust with the huge amount of money needed to mount a campaign and the amount of influence -- and sometimes corruption -- that such contributions often bring.</br></br>As a result, both advocates and critics of campaign-finance laws had been interested in whether the high court would use the Missouri case to redraw the landscape created by its 1976 decision, Buckley vs. Valeo. At that time, the justices ruled that the Constitution permitted limits on campaign contributions but not on campaign spending. The current limit on contributions by individuals in federal elections is $1,000, slightly below the upper limit of $1,075 in the Missouri case.</br></br>Writing for the majority, Justice David Souter addressed the corruption issue, which was the prime justification for the Missouri law. ""There is little reason to doubt that sometimes large contributions will work actual corruption on our political system, and no reason to question the existence of a corresponding suspicion among voters."""
842613496,FALSE,finalized,3,12/6/15 0:02,7,0.3432,yes,0.6764,wsj_399007376,12/15/07,"Dollar Jumps, Aided by Data",,,"The dollar jumped to one-month highs against the euro and yen Friday on hard evidence that the U.S. economy isn't about to shrivel into recession.</br></br>New economic reports demonstrated the Federal Reserve's actions this week -- cutting interest rates a conservative quarter point and finding an alternative method to introduce more market liquidity -- were well-founded considering retail sales and inflation data reported Thursday and Friday, according to analysts.</br></br>""The Fed was roundly condemned on Tuesday afternoon for its seemingly detached attitude towards the crisis of confidence in the bank funding market,"" said Scotia Capital analysts.</br></br>But the reports have introduced some clarity -- and struck U.S. equities down in the process on the realization that another Fed rate cut might not be such a simple prediction, currency analysts concluded. The dollar, consequently, shot up against the euro with a newfound yield appeal and against the yen with the help of a negative economic report in Japan.</br></br>Late Friday in New York, the euro was at $1.4423 from $1.4625 late Thursday, while the dollar was at 113.40 yen from 112.22 yen. The pound was at $2.0172 from $2.0398, while the dollar was quoted at 1.1525 Swiss francs from 1.1413 francs."
842613497,FALSE,finalized,3,12/5/15 17:32,,,no,1,wsj_398157848,8/15/90,... But Is '70s-Style Inflation the Real Enemy?,,,"NEW YORK -- Are investors fighting the last war?</br></br>In the past week's tumult, investors have favored the same sectors of the stock market that did well during the 1970s oil-price shocks and pummeled most of the same losers, according to Barra, a Berkeley, Calif., investment research firm.</br></br>But a minority of investment strategists say that the market may have learned too well from the inflationary jolts of 1973-74 and 1979-80. In particular, they suggest that investors may be acting on expectations about inflation and interest rates that aren't justified by the current limping economy.</br></br>The most obvious differences that set today apart, says Richard Hoey, U.S. chief economist at Barclays de Zoete Wedd, is that ""those two oil shocks came when the economy was closer to boom levels"" and inflation was already a problem. The result in 1973-74 was ""an inflation psychology that fed on itself,"" as businesses stocked up inventories and consumers spent like there was no tomorrow. In 1979-80, the Federal Reserve fought back with a sudden and very aggressive monetary tightening that sent interest rates into the stratosphere.</br></br>Since the Iraqi invasion of Kuwait, investors seem to be betting that soaring inflation and interest rates are going to be big problems again."
842613498,FALSE,finalized,3,12/5/15 17:18,,,no,1,wsj_398063321,5/28/86,"Two Borrowers Offer Eurobonds, but Issues Find Little Support --- Special to The Wall Street Journal",,,"LONDON -- Recent declines in interest rates encouraged two borrowers to launch Eurodollar bonds, but their offerings failed to find much support as many investors continued to avoid the market.</br></br>New Zealand launched two $100 million offerings with maturities of four and seven years. The issues were launched at costs of 45 and 55 basis points above comparable U.S. Treasury yields, respectively. Those margins were roughly in line with issues outstanding, but didn't greatly appeal to investors. A basis point is 1/100 of a percent.</br></br>New Zealand's $100 million of 7 3/4% bonds due June 18, 1990 were priced at 100 1/8 to yield 7.71%. Another $100 million of 8% bonds due June 18, 1993 were priced at 99 1/4 to yield 8.145%.</br></br>The two issues will refinance debt, and New Zealand is expected to keep the proceeds in dollars. ""They like the rates the way they are,"" said an official at lead manager Credit Suisse First Boston Ltd.</br></br>""Nothing's moving quickly,"" one syndicate manager said. ""There's just no buying interest around."" Many investors remain uncertain about the direction of the dollar and U.S. interest rates, and so are avoiding fresh commitments, he said. The backlog of unsold issues also continues to hobble the market."
842613499,FALSE,finalized,3,12/5/15 10:24,,,no,1,wsj_398840791,7/19/01,ACS Agrees to Buy Lockheed's IMS Unit,,,"Affiliated Computer Services Inc., attempting to capitalize on the outsourcing of services by state and local governments, agreed to acquire Lockheed Martin Corp.'s IMS subsidiary for $825 million, company executives said.</br></br>Both boards have approved the transaction, which is expected to be announced this morning.</br></br>The deal is the largest acquisition by ACS, a Dallas company with $2 billion in revenue and 21,000 employees that was founded in 1988 and has become a leader in business-process outsourcing, handling back-office operations from processing health-insurance claims to loan and mortgage transactions. The sale is expected to generate as much as $550 million for Lockheed, Bethesda, Md.</br></br>IMS, with 4,800 employees, gets its roughly $580 million in annual revenue by performing a number of tasks for municipal and state government agencies, including administering welfare benefits, tracking down deadbeat dads and snaring red-light runners with strategically placed cameras. The unit is best known for operating E-Zpass, the electronic toll-collection service used by vehicles in the Northeast.</br></br>The acquisition bolsters ACS's position vying for government contracts against International Business Machines Corp., Armonk, N.Y., and Electronic Data Systems Corp. of Plano, Texas. ACS gets about one-third of its revenue from the federal government but has been less competitive on state and local government work."
842613500,FALSE,finalized,3,12/5/15 1:37,,,no,1,wsj_921241148,2/14/12,"In India, a Tough Row to Hoe for T. Rowe",,,"NEW DELHI--A fund-management giant in its U.S. home market, T. Rowe Price Group Inc. is finding India tough to crack.</br></br>Two years ago, T. Rowe joined a long line of Western financial firms hoping to tap into India's growing wealth and bought a large stake in the country's oldest mutual-fund company.</br></br>But the investment in Mumbai-based UTI Asset Management Co. has been dogged by discord with the Indian partners, slackening in India's mutual-fund industry and slippage of UTI's market share. T. Rowe's woes also underscore the difficulties facing some foreign money managers in the country.</br></br>Though Indian laws allow foreign companies to fully own mutual-fund companies, T. Rowe, like some other foreign rivals, entered India through a joint venture, hoping to eventually increase its ownership. The Baltimore-based company in 2010 teamed up with four government-owned financial groups, which sold T. Rowe an equal portion of their UTI equity for a total of $140 million. The deal made T. Rowe the single-largest holder in UTI, with 26%.</br></br>But that didn't help when UTI's chairman and managing director, U.K. Sinha, left last February to head India's capital markets regulator."
842613501,FALSE,finalized,3,12/5/15 0:20,4,0.3578,yes,0.6972,wsj_398517985,9/9/96,"Despite Rally, Worries Over Inflation Remain --- Economists Search For Better Indicators Than the Jobs Report",,,"NEW YORK -- It's time to call a halt to the bond market's infatuation with the monthly employment data and look further afield for new ways to detect wage inflation.</br></br>That's the argument advanced by growing numbers of economists and market participants, as Americans continue to find jobs at a steady clip and the unemployment rate drops sharply. Weary of the bond-market gyrations touched off by each monthly employment report, they have embarked on a quest for new clues about inflation. Some are even putting their faith in anecdotal evidence instead of the sometimes confounding signals from the statistical data.</br></br>""The employment numbers are becoming increasingly less relevant as the numbers of people finding jobs has grown,"" argues Nancy Kimelman, chief economist at Technical Data in Boston. ""Frankly, there aren't that many people left to hire. . . . A gain of 300,000 in today's labor market is the equivalent of what would have been [a] massive gain of 700,000 jobs four years ago.""</br></br>The reason, Ms. Kimelman says, is that as the rate at which Americans find new jobs has leveled off at around 230,000 a month, the unemployment rate continues to fall and average hourly earnings continue to climb. Indeed, Friday's report showed that average hourly earnings rose six cents in August to $11.87, the highest level seen since December 1990, and the unemployment rate dropped to 5.1%. Those factors helped cap the Treasury market's ""relief"" rally, touched off when traders saw that the overall job growth was within expected bounds.</br></br>""The fixation on the `big' overall number of new jobs isn't sane,"" says one trader, disgruntled after a day of fielding more calls than he says he gets in an average week, all from clients seeking insight into a single figure."
842613502,FALSE,finalized,3,12/5/15 2:37,4,0.6777,yes,0.6777,wsj_596531457,7/9/10,Retailers Stock Up on Caution,,,"Consumers aren't stepping up spending at the pace many retailers expected just a few months ago, raising the specter that stores will be stuck with piles of unsold goods later this year.</br></br>This dimming retail picture is part of a larger downshift in growth occurring across the economy. Consumer confidence slumped last month and the job market remains weak. On Thursday, the Federal Reserve reported consumer borrowing fell in May, another sign that they are wary about their finances.</br></br>All this bodes poorly for the kind of snapback in spending many stores anticipated only a few months ago. Last year's holiday sales were strong and many retailers expected robust growth to continue through this year, fueled in part by pent-up demand for washing machines and clothes that weren't bought during the recession.</br></br>The typical retailer has to place orders four months or more in advance of actual sales -- which makes them susceptible in the event that sales fail to materialize or simply grow much more slowly than expected.</br></br>Slower growth could mean stores will be stuck with excess inventory. J. Michael Stanley, managing director of Rosenthal & Rosenthal Inc., a specialty lender in the fashion industry known as a factor, says stores have been much more conservative in the orders they place now compared to a few months ago."
842613503,FALSE,finalized,3,12/5/15 4:36,4,0.3534,yes,0.6724,wsj_398118454,1/4/88,Some Stocks Had Big Fourth-Quarter Gains Despite a Plunge in Broad Market Averages,,,"Never mind that the Dow Jones Industrial Average skidded 26% in 1987's fourth quarter, or that some broad market averages did even worse. A handful of stocks still showed spritely advances for the quarter.</br></br>Leading all gainers was Citizens Insurance Co. of America Class A, a tiny over-the-counter stock that leapt 100% in the three months ended Dec. 31.</br></br>Right behind it was Northview Corp., a San Diego-based financial and lodging concern that rose 77% in the fourth quarter. Things didn't look so good for Northview a year ago, when its chairman, Ivan Boesky, came under fire for his misdeeds on Wall Street. But Mr. Boesky quit his Northview job, and in the fourth quarter, new management negotiated a takeover of the company by Calmark Financial, simultaneous to a self-tender by Northview of all its stock outstanding.</br></br>Such winners are a bit on the esoteric side, though. Citizens Insurance's yearly revenue amounts to just $7 million, according to Media General's databank. And Northview chose to announce its Calmark transaction the morning of Oct. 19 -- right before the Dow Jones Industrials plunged 508 points that day. Investors might have had other things on their mind.</br></br>So what about the top performing stocks on major exchanges? In a quarter when the dollar kept falling and the U.S. trade deficit kept widening, it made sense that the New York Stock Exchange had to import its No. 1 stock. Leading the pack on the Big Board was Tricentrol PLC, a British oil stock that rose 40% amid takeover overtures from Elf Aquitaine of France."
842613504,FALSE,finalized,3,12/5/15 16:47,,,no,1,wsj_398831130,7/21/99,Fed Approves Loan Facility Tied To Y2K Problems,,,"WASHINGTON -- The Federal Reserve Board approved a special loan facility to ease any liquidity pressures on banks that arise at the end of this year. But the board denied bankers' requests to lower the interest rate to be charged on the loans.</br></br>The board voted unanimously to create a Century Date Change Special Liquidity Facility, which will let banks borrow funds at a rate 1.5 percentage points above the Fed's target for the federal funds rate, which is 5%. The program will be available from Oct. 1, 1999, through April 7, 2000, one month longer than originally proposed.</br></br>Some banks anticipate great demand for cash toward the year's end because of the Year 2000 computer problem, which is expected to render some software unable to differentiate between 2000 and 1900. Recognizing the uncertainty people have about the consequences of the date change on banks' computers, the Fed has promised to have extra cash on hand to avoid potential disruptions.</br></br>""When there are strange distributions or unusual distributions of reserves, banks under pressure that ordinarily wouldn't be under pressure, this will be there to help them out,"" a Fed official told reporters.</br></br>""By ensuring the ready availability of funds, the facility should enable depositories and their customers to enter into agreements to meet possible credit needs with greater confidence,"" the Fed said in a memorandum. ""The facility also should help to damp any tendency for money markets to tighten owing to inevitable difficulties . . . in gauging the overall supply and demand for reserves each day."""
